precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZĂR-ŞERBĂNESCU JAQUELINE-MARILENA-PARTIDUL ROMÂNIEI EUROPENE-voturi","CICEU GABRIEL-CIPRIAN-PARTIDUL RE:START ROMÂNIA-voturi","TOADER FLORIN-PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","MAMOC REMUS-BOGDAN-PARTIDUL ROMÂNIA MARE-voturi","ARMAND CLOTILDE-MARIE-BRIGITTE-ALIANȚA USR PLUS-voturi","CURIC ELENA-PARTIDUL NAȚIUNEA ROMÂNĂ-voturi","DÎRLĂU ANDREI-EMIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUCURA DANIEL-voturi","SCHINAGEL-COSTEA TUDOR-HELMUT-voturi","TUDORACHE DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTIN IOANA-FELICIA-PARTIDUL MIȘCAREA POPULARĂ-voturi","NENOVICI AMALIA-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALBERTS ADINA-MAGDALENA-ALIANȚA PRO BUCUREȘTI 2020-voturi","MECHNO CRINA-VERONICA-PARTIDUL VERDE-voturi","MUSTĂREAŢĂ MĂDĂLINA-ANDREEA-PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","BAHMUŢEANU ADRIANA-CRISTINA-PARTIDUL ECOLOGIST ROMÂN-voturi","GEREA ANDREI-DOMINIC-PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","CIULU MIOARA-SABINA-PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","CULEA MARIAN-ORLANDO-PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","ONORIU EMANUEL-MIȘCAREA PATRIOȚILOR ROMÂNI-voturi"
42,"MUNICIPIUL BUCUREŞTI","LICEUL TEORETIC ”NICOLAE IORGA”",3,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1375,1364,1,10,0,608,598,0,10,0,600,8,1600,992,1,3,2,0,287,1,4,10,4,229,28,9,9,9,0,1,2,1,0,0
42,"MUNICIPIUL BUCUREŞTI","LICEUL TEORETIC ”NICOLAE IORGA”",2,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1597,1571,0,24,2,751,725,0,24,2,740,11,1800,1049,3,0,1,1,337,1,4,17,3,267,55,12,12,14,1,9,2,0,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",143,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1511,1497,0,13,1,680,666,0,13,1,666,12,1600,922,0,0,1,2,248,0,4,19,3,295,46,10,15,3,2,14,2,1,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",142,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1943,1910,18,14,1,865,850,0,14,1,856,9,2000,1135,1,1,0,2,418,0,14,26,0,281,62,13,15,4,0,13,3,2,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”ELENA VĂCĂRESCU”",99,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1217,1172,32,12,1,438,421,4,12,1,430,8,1400,962,0,1,0,2,178,0,4,15,7,153,37,7,12,5,0,5,2,1,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",123,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",881,869,2,9,1,432,422,0,9,1,427,5,1000,568,1,1,0,0,166,0,3,8,2,175,51,3,6,1,0,6,2,0,2,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",122,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1168,1150,7,9,2,486,475,0,9,2,471,15,1200,714,0,1,0,1,200,0,5,14,1,179,39,9,11,3,0,7,1,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",121,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1107,1098,2,7,0,465,458,0,7,0,450,15,1198,733,1,0,0,2,214,1,10,11,3,147,30,12,5,8,1,2,1,2,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",47,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",844,813,19,11,1,393,380,1,11,1,387,6,1000,607,2,0,0,6,222,0,1,4,1,94,35,6,5,5,0,5,1,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",51,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1257,1217,26,14,0,564,550,0,14,0,552,12,1400,836,1,2,1,13,280,2,2,17,0,138,36,15,16,16,1,11,0,0,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",43,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",985,968,6,10,1,449,437,1,10,1,442,7,1200,751,1,0,1,12,186,1,3,8,1,168,31,9,10,2,0,5,3,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",44,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1346,1324,9,13,0,595,582,0,13,0,587,8,1400,805,0,0,2,14,279,1,2,10,1,174,52,11,22,4,1,7,3,2,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",45,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1560,1482,71,7,0,634,626,1,7,0,629,5,1600,966,1,1,0,22,305,0,2,14,1,183,49,8,22,13,1,4,0,1,0,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",53,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1189,1163,14,12,0,505,492,1,12,0,487,18,1400,895,3,0,0,15,232,1,4,10,2,163,34,5,7,5,0,4,0,1,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",50,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1366,1347,11,7,1,596,587,1,7,1,587,9,1600,1004,0,0,1,22,256,1,2,9,2,206,43,11,10,11,3,7,0,0,2,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",49,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1539,1505,20,14,0,718,704,0,14,0,702,15,1600,882,1,2,1,13,364,0,2,15,4,191,62,13,15,6,3,8,1,0,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",46,"BUCUREŞTI SECTORUL 1",179141,7,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1608,1550,44,14,0,713,699,0,14,0,706,7,1800,1083,2,1,1,10,320,1,1,18,5,247,54,10,12,9,2,8,2,2,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",48,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",992,963,17,10,2,429,417,0,10,2,425,4,1200,771,1,3,0,25,191,0,2,13,2,131,25,6,7,6,1,9,3,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",52,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1241,1230,0,11,0,539,528,0,11,0,527,12,1400,861,0,1,2,16,227,0,2,16,3,191,42,3,6,5,1,9,2,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",42,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1982,1782,183,15,2,832,814,1,15,2,818,14,1993,1161,0,0,1,10,436,1,1,23,3,237,47,12,28,7,1,8,2,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",27,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1962,1933,7,22,0,888,866,0,22,0,874,14,2000,1112,1,4,2,4,380,0,6,15,5,356,50,12,21,3,0,8,3,0,3,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",26,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",2009,1994,0,14,1,788,774,0,14,0,757,31,2000,1212,2,0,1,4,344,1,6,18,3,297,36,9,14,10,1,7,0,1,1,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",92,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",942,911,13,17,1,381,362,1,17,1,373,8,1000,619,2,2,1,3,167,2,5,10,3,118,30,9,8,2,1,5,3,1,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",94,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1276,1266,0,9,1,531,521,0,9,1,522,9,1403,71,1,0,0,2,227,0,5,9,6,214,31,8,9,1,0,6,1,1,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",93,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1410,1369,28,11,2,657,643,1,11,2,627,13,1600,857,1,0,0,5,280,0,4,22,6,231,39,9,16,8,1,1,1,2,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",91,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1276,1258,0,16,2,528,510,0,16,2,519,9,1400,872,2,0,1,0,247,0,0,14,3,181,35,5,10,6,4,2,2,7,0,0
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",95,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1469,1429,20,18,2,701,680,1,18,2,694,7,1600,899,4,0,0,2,351,1,3,16,8,222,39,12,19,5,2,7,2,0,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.13",11,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",930,926,2,2,0,382,380,0,2,0,374,8,1000,618,1,0,1,2,55,2,3,7,3,238,32,9,7,7,0,2,0,0,3,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.13",9,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1054,1045,1,8,0,464,456,0,8,0,453,11,1200,736,0,0,1,2,93,1,3,6,2,268,43,6,11,3,4,4,3,0,1,2
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ NR.13",8,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",984,976,2,6,0,511,504,1,6,0,481,30,1200,389,0,0,0,2,152,0,10,12,1,220,51,7,10,5,3,4,0,0,1,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.153",152,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1518,1508,0,7,3,570,560,0,7,3,523,37,1600,40,1,2,3,3,39,3,9,8,2,266,158,3,4,1,1,10,4,4,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.162",140,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1601,1592,2,6,1,630,623,0,6,1,613,17,1800,1170,2,2,3,2,145,3,6,9,4,323,50,19,16,6,2,10,5,1,4,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.162",139,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1273,1259,0,8,6,517,503,0,8,6,500,17,1400,883,1,0,0,4,121,2,7,7,0,266,55,8,17,3,1,3,2,0,2,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.178",22,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1057,1038,6,10,3,491,477,1,10,3,476,15,1200,709,0,1,0,1,152,0,1,4,2,265,35,2,10,1,0,1,0,0,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.178",21,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1403,1372,13,9,9,685,667,0,9,9,663,22,1600,915,0,1,0,0,205,0,4,14,3,360,50,6,7,8,0,2,1,1,1,0
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ NR.178",20,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1390,1367,5,13,5,652,634,0,13,5,633,19,1600,948,0,0,2,0,196,1,4,14,3,339,38,4,7,13,2,10,0,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.179",15,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1833,1809,7,17,0,878,861,0,17,0,859,19,2000,1122,1,0,2,3,374,0,7,12,10,352,47,7,17,7,2,12,2,3,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.179",12,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1412,1399,1,11,1,627,614,1,11,1,617,10,1600,973,0,4,3,4,179,1,5,18,3,314,43,12,11,8,1,5,0,2,3,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.179",13,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1949,1897,8,16,28,910,875,1,16,18,884,15,2000,1090,2,3,3,5,348,1,8,12,1,393,62,9,4,17,0,5,5,1,0,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.179",14,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1047,1032,3,11,1,511,499,0,11,1,499,10,1197,686,0,0,1,0,223,1,2,6,6,196,39,10,4,5,0,3,2,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.181",159,"BUCUREŞTI SECTORUL 1",179141,4,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1428,1415,1,10,2,601,589,0,10,2,550,16,1503,902,0,1,2,5,108,0,5,4,5,386,0,10,5,10,1,5,0,0,2,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.181",161,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1065,1060,1,3,1,454,450,0,3,1,445,9,1200,746,0,1,1,4,103,0,3,10,2,261,31,8,11,3,0,4,3,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.181",160,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1358,1347,4,7,0,616,609,0,7,0,602,14,1400,784,1,2,2,2,149,1,9,4,5,339,46,10,13,4,1,9,1,1,1,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.183",145,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1382,1370,4,5,3,495,487,0,5,3,478,17,1600,1105,1,0,0,2,103,1,6,8,3,280,42,6,7,4,0,10,2,1,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.183",149,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1232,1207,4,17,4,537,516,0,17,4,530,7,1400,863,1,0,0,1,207,0,2,17,4,216,47,7,12,9,0,5,0,0,2,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.183",150,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1755,1745,0,8,2,721,711,0,8,2,705,16,2000,1279,2,0,1,1,284,0,6,18,5,292,69,6,11,5,0,0,2,2,1,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.183",146,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1329,1320,0,4,5,489,480,0,4,5,468,21,1400,911,1,1,0,2,74,1,6,11,6,277,45,4,8,3,1,26,2,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.183",147,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1255,1239,0,16,0,452,436,0,16,0,437,15,1401,949,0,2,1,2,93,0,3,10,0,255,37,6,12,5,1,6,1,2,0,1
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ NR.183",151,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1525,1513,0,12,0,612,600,0,12,0,602,10,1600,988,1,1,2,5,181,0,8,16,0,309,48,7,7,7,0,8,0,0,0,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.184",155,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1318,1307,0,10,1,511,502,0,8,1,498,13,1400,889,2,1,2,3,117,0,5,7,4,285,33,7,10,6,2,10,1,1,0,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.184",156,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1312,1307,0,5,0,524,519,0,5,0,497,19,1391,875,0,3,2,2,105,1,4,18,2,266,37,13,11,8,2,12,2,2,6,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.184",153,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1487,1475,3,8,1,546,537,0,8,1,526,20,1600,1054,0,1,3,3,107,5,12,11,3,289,57,4,8,12,0,4,3,0,3,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.184",154,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1766,1759,0,7,0,652,645,0,7,0,622,30,2000,1348,0,0,1,7,136,3,5,16,4,331,66,10,14,6,5,11,2,5,0,0
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ NR.184",157,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1648,1636,3,8,1,682,673,0,8,1,670,12,1800,1118,0,0,0,5,221,1,2,5,1,349,43,6,20,8,2,6,1,0,0,0
42,"MUNICIPIUL BUCUREŞTI","SCOALA GIMNAZIALĂ NR. 192",162,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",788,768,0,20,0,788,768,0,20,0,775,13,2000,1212,1,2,0,1,307,1,8,10,3,338,48,14,17,16,2,6,0,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.192",164,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1492,1462,5,10,15,600,576,0,10,14,583,17,1600,1000,0,0,1,0,215,2,9,12,1,277,29,5,10,11,0,5,0,1,0,5
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ NR.192",163,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1414,1393,0,14,7,575,554,0,14,7,569,6,1600,1025,2,2,1,1,239,0,3,10,3,237,40,6,13,3,2,4,1,0,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.5",73,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",713,686,20,7,0,250,242,1,7,0,244,6,800,550,0,1,0,2,129,0,2,5,0,71,19,2,6,2,1,3,0,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.5",72,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1084,1066,2,15,1,434,416,2,15,1,426,8,1200,766,3,1,1,5,199,2,1,8,2,136,34,3,12,8,1,7,2,0,0,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",995,961,24,8,2,485,475,0,8,2,466,19,1000,515,0,1,0,2,190,1,0,11,3,193,32,10,6,11,1,1,0,1,0,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1121,1091,16,8,6,528,514,0,8,6,519,9,1200,672,0,0,2,0,214,0,1,10,1,230,22,7,16,8,0,5,1,2,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1315,1294,7,14,0,580,566,0,14,0,569,11,1400,820,3,2,1,2,240,0,5,7,3,227,42,13,7,10,0,5,2,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1505,1487,12,5,1,665,659,0,5,1,651,14,1600,935,0,0,1,6,268,0,2,24,0,257,38,15,23,3,0,7,2,0,1,4
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1433,1419,6,7,1,636,628,0,7,1,628,8,1600,964,0,1,0,1,250,1,1,10,4,279,38,6,15,7,1,7,5,0,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",126,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1357,1332,11,11,3,608,593,1,11,3,597,11,1400,792,1,1,1,1,264,0,1,15,8,242,32,7,10,6,0,8,0,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",128,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1064,1058,0,6,0,473,467,0,6,0,465,8,1200,727,0,4,0,3,176,1,4,13,1,200,27,7,12,4,0,9,4,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",127,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1079,1062,2,15,0,491,474,2,15,0,484,7,1200,709,0,2,0,1,226,0,1,9,1,182,31,7,13,3,1,6,0,1,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",124,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1417,1390,5,16,6,618,595,1,16,6,603,4,1600,982,0,0,0,1,289,3,4,14,2,211,47,6,14,2,1,6,0,1,1,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",125,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1414,1392,0,20,2,652,630,0,20,2,643,9,1600,948,0,0,0,3,323,0,4,15,5,204,49,5,15,7,2,8,3,0,0,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",54,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:20:01",1301,1254,22,20,5,636,610,1,20,5,600,10,1400,760,0,0,2,1,298,1,1,9,5,191,59,6,15,6,0,3,2,0,1,0
